"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]","3663 (1063996) [Titan Krios G2]"
"08/26/2021","17:20:22.731","3638.589",""
"08/26/2021","17:21:00.395","2259.761",""
"08/26/2021","17:21:15.706","3638.589",""
"08/26/2021","17:21:29.694","80742.017",""
"08/26/2021","17:25:31.198","3638.589",""
"08/26/2021","17:25:46.403","80742.017",""
"08/26/2021","17:29:22.705","3638.589",""
"08/26/2021","17:29:37.371","80742.017",""
"08/26/2021","17:33:25.916","3638.589",""
"08/26/2021","17:33:54.687","80742.017",""
"08/26/2021","17:37:34.697","2259.761",""
"08/26/2021","17:38:22.903","3638.589",""
"08/26/2021","17:39:01.074","2259.761",""
"08/26/2021","17:39:15.718","3638.589",""
"08/26/2021","17:39:29.621","80742.017",""
"08/26/2021","17:42:29.923","3638.589",""
"08/26/2021","17:42:45.250","80742.017",""
"08/26/2021","17:46:09.260","3638.589",""
"08/26/2021","17:46:24.137","80742.017",""
"08/26/2021","17:50:01.645","3638.589",""
"08/26/2021","17:50:16.856","80742.017",""
"08/26/2021","17:53:43.815","2259.761",""
"08/26/2021","17:54:34.798","3638.589",""
"08/26/2021","17:55:13.234","2259.761",""
"08/26/2021","17:55:28.112","3638.589",""
"08/26/2021","17:55:42.048","80742.017",""
"08/26/2021","17:59:42.740","3638.589",""
"08/26/2021","17:59:58.104","80742.017",""
"08/26/2021","18:04:09.960","3638.589",""
"08/26/2021","18:04:33.193","80742.017",""
"08/26/2021","18:06:15.393","3638.589",""
"08/26/2021","18:06:28.869","80742.017",""
"08/26/2021","18:10:20.792","2259.761",""
"08/26/2021","18:10:37.187","3638.589",""
"08/26/2021","18:10:51.742","80742.017",""
"08/26/2021","18:14:55.893","2259.761",""
"08/26/2021","18:15:46.732","3638.589",""
"08/26/2021","18:16:21.967","2259.761",""
"08/26/2021","18:16:37.311","3638.589",""
"08/26/2021","18:16:51.235","80742.017",""
"08/26/2021","18:20:39.035","3638.589",""
"08/26/2021","18:20:54.245","80742.017",""
"08/26/2021","18:24:54.994","3638.589",""
"08/26/2021","18:25:11.950","80742.017",""
"08/26/2021","18:29:12.220","3638.589",""
"08/26/2021","18:29:40.041","80742.017",""
"08/26/2021","18:33:30.664","2259.761",""
"08/26/2021","18:34:22.311","3638.589",""
"08/26/2021","18:34:57.763","2259.761",""
"08/26/2021","18:35:13.061","3638.589",""
"08/26/2021","18:35:27.148","80742.017",""
"08/26/2021","18:39:16.177","3638.589",""
"08/26/2021","18:39:31.141","80742.017",""
"08/26/2021","18:43:18.167","3638.589",""
"08/26/2021","18:43:33.296","80742.017",""
"08/26/2021","18:47:08.049","3638.589",""
"08/26/2021","18:47:23.352","80742.017",""
"08/26/2021","18:51:16.497","2259.761",""
"08/26/2021","18:52:07.574","3638.589",""
"08/26/2021","18:52:45.169","2259.761",""
"08/26/2021","18:52:56.988","3638.589",""
"08/26/2021","18:53:11.120","80742.017",""
"08/26/2021","18:56:35.029","3638.589",""
"08/26/2021","18:56:50.271","80742.017",""
"08/26/2021","19:00:38.987","3638.589",""
"08/26/2021","19:00:53.614","80742.017",""
"08/26/2021","19:04:05.945","3638.589",""
"08/26/2021","19:04:21.505","80742.017",""
"08/26/2021","19:06:57.970","3638.589",""
"08/26/2021","19:07:11.023","80742.017",""
"08/26/2021","19:10:19.064","2259.761",""
"08/26/2021","19:11:11.301","3638.589",""
"08/26/2021","19:11:48.198","2259.761",""
"08/26/2021","19:12:03.408","3638.589",""
"08/26/2021","19:12:16.961","80742.017",""
"08/26/2021","19:15:18.543","3638.589",""
"08/26/2021","19:15:33.570","80742.017",""
"08/26/2021","19:18:57.339","3638.589",""
"08/26/2021","19:19:12.227","80742.017",""
"08/26/2021","19:21:25.700","3638.589",""
"08/26/2021","19:21:40.955","80742.017",""
"08/26/2021","19:24:44.546","2259.761",""
"08/26/2021","19:25:36.016","3638.589",""
"08/26/2021","19:26:13.265","2259.761",""
"08/26/2021","19:26:28.566","3638.589",""
"08/26/2021","19:26:42.676","80742.017",""
"08/26/2021","19:28:56.481","3638.589",""
"08/26/2021","19:29:11.261","80742.017",""
"08/26/2021","19:32:36.177","3638.589",""
"08/26/2021","19:32:51.157","80742.017",""
"08/26/2021","19:36:27.123","3638.589",""
"08/26/2021","19:36:42.214","80742.017",""
"08/26/2021","19:40:21.528","2259.761",""
"08/26/2021","19:41:14.112","3638.589",""
"08/26/2021","19:41:51.511","2259.761",""
"08/26/2021","19:42:06.375","3638.589",""
"08/26/2021","19:42:34.703","80742.017",""
"08/26/2021","19:45:23.252","3638.589",""
"08/26/2021","19:45:38.410","80742.017",""
"08/26/2021","19:48:49.964","3638.589",""
"08/26/2021","19:49:04.664","80742.017",""
"08/26/2021","19:51:53.911","3638.589",""
"08/26/2021","19:52:09.956","80742.017",""
"08/26/2021","19:56:13.303","2259.761",""
"08/26/2021","19:57:05.485","3638.589",""
"08/26/2021","19:57:40.870","2259.761",""
"08/26/2021","19:57:56.149","3638.589",""
"08/26/2021","19:58:10.240","80742.017",""
"08/26/2021","20:01:45.714","3638.589",""
"08/26/2021","20:02:00.712","80742.017",""
"08/26/2021","20:05:25.447","3638.589",""
"08/26/2021","20:05:40.637","80742.017",""
"08/26/2021","20:08:20.124","3638.589",""
"08/26/2021","20:08:31.583","80742.017",""
"08/26/2021","20:11:28.493","2259.761",""
"08/26/2021","20:11:45.063","3638.589",""
"08/26/2021","20:11:59.788","80742.017",""
"08/26/2021","20:15:28.620","2259.761",""
"08/26/2021","20:16:21.527","3638.589",""
"08/26/2021","20:16:58.872","2259.761",""
"08/26/2021","20:17:14.197","3638.589",""
"08/26/2021","20:17:28.176","80742.017",""
"08/26/2021","20:21:16.646","3638.589",""
"08/26/2021","20:21:31.888","80742.017",""
"08/26/2021","20:24:19.881","3638.589",""
"08/26/2021","20:24:34.913","80742.017",""
"08/26/2021","20:27:35.584","3638.589",""
"08/26/2021","20:27:50.682","80742.017",""
"08/26/2021","20:31:42.235","2259.761",""
"08/26/2021","20:32:34.611","3638.589",""
"08/26/2021","20:33:11.936","2259.761",""
"08/26/2021","20:33:27.135","3638.589",""
"08/26/2021","20:33:41.117","80742.017",""
"08/26/2021","20:37:17.452","3638.589",""
"08/26/2021","20:37:32.364","80742.017",""
"08/26/2021","20:41:19.608","3638.589",""
"08/26/2021","20:41:34.747","80742.017",""
"08/26/2021","20:44:24.109","3638.589",""
"08/26/2021","20:44:39.407","80742.017",""
"08/26/2021","20:48:31.930","2259.761",""
"08/26/2021","20:49:22.770","3638.589",""
"08/26/2021","20:49:59.876","2259.761",""
"08/26/2021","20:50:15.301","3638.589",""
"08/26/2021","20:50:29.432","80742.017",""
"08/26/2021","20:54:05.857","3638.589",""
"08/26/2021","20:54:20.921","80742.017",""
"08/26/2021","20:58:09.088","3638.589",""
"08/26/2021","20:58:23.916","80742.017",""
"08/26/2021","21:02:12.229","3638.589",""
"08/26/2021","21:02:27.582","80742.017",""
"08/26/2021","21:06:04.719","2259.761",""
"08/26/2021","21:06:59.839","3638.589",""
"08/26/2021","21:07:37.589","2259.761",""
"08/26/2021","21:07:52.799","3638.589",""
"08/26/2021","21:10:26.740","80742.017",""
"08/26/2021","21:12:12.901","3638.589",""
"08/26/2021","21:12:26.146","80742.017",""
"08/26/2021","21:12:38.744","","Open (2)"
"08/26/2021","21:16:06.699","2259.761",""
"08/26/2021","21:16:22.910","3638.589",""
"08/26/2021","21:16:37.745","80742.017",""
"08/26/2021","21:20:26.673","3638.589",""
"08/26/2021","21:20:41.350","80742.017",""
"08/26/2021","21:23:41.085","3638.589",""
"08/26/2021","21:23:56.361","80742.017",""
"08/26/2021","21:27:23.744","2259.761",""
"08/26/2021","21:28:14.904","3638.589",""
"08/26/2021","21:28:51.920","2259.761",""
"08/26/2021","21:29:06.617","3638.589",""
"08/26/2021","21:29:20.877","80742.017",""
"08/26/2021","21:33:08.914","3638.589",""
"08/26/2021","21:33:27.822","80742.017",""
"08/26/2021","21:37:28.581","3638.589",""
"08/26/2021","21:37:43.259","80742.017",""
"08/26/2021","21:41:44.221","3638.589",""
"08/26/2021","21:41:59.483","80742.017",""
"08/26/2021","21:45:39.957","2259.761",""
"08/26/2021","21:46:30.689","3638.589",""
"08/26/2021","21:47:07.546","2259.761",""
"08/26/2021","21:47:23.578","3638.589",""
"08/26/2021","21:47:52.805","80742.017",""
"08/26/2021","21:51:28.414","3638.589",""
"08/26/2021","21:51:43.638","80742.017",""
"08/26/2021","21:54:55.222","3638.589",""
"08/26/2021","21:55:10.058","80742.017",""
"08/26/2021","21:58:46.209","3638.589",""
"08/26/2021","21:59:01.975","80742.017",""
"08/26/2021","22:02:44.082","2259.761",""
"08/26/2021","22:03:36.000","3638.589",""
"08/26/2021","22:04:11.184","2259.761",""
"08/26/2021","22:04:26.547","3638.589",""
"08/26/2021","22:04:40.415","80742.017",""
"08/26/2021","22:08:17.844","3638.589",""
"08/26/2021","22:08:32.695","80742.017",""
"08/26/2021","22:11:11.092","3638.589",""
"08/26/2021","22:11:34.541","80742.017",""
"08/26/2021","22:13:18.138","3638.589",""
"08/26/2021","22:13:31.084","80742.017",""
"08/26/2021","22:16:59.116","2259.761",""
"08/26/2021","22:17:15.346","3638.589",""
"08/26/2021","22:17:29.941","80742.017",""
"08/26/2021","22:20:10.757","2259.761",""
"08/26/2021","22:21:01.588","3638.589",""
"08/26/2021","22:21:36.238","2259.761",""
"08/26/2021","22:21:51.521","3638.589",""
"08/26/2021","22:22:05.324","80742.017",""
"08/26/2021","22:26:07.038","3638.589",""
"08/26/2021","22:26:22.089","80742.017",""
"08/26/2021","22:29:33.662","3638.589",""
"08/26/2021","22:29:48.563","80742.017",""
"08/26/2021","22:33:14.024","3638.589",""
"08/26/2021","22:33:28.982","80742.017",""
"08/26/2021","22:37:23.633","2259.761",""
"08/26/2021","22:38:16.652","3638.589",""
"08/26/2021","22:38:54.419","2259.761",""
"08/26/2021","22:39:09.821","3638.589",""
"08/26/2021","22:39:23.684","80742.017",""
"08/26/2021","22:43:13.404","3638.589",""
"08/26/2021","22:43:28.668","80742.017",""
"08/26/2021","22:47:04.551","3638.589",""
"08/26/2021","22:47:19.720","80742.017",""
"08/26/2021","22:51:07.825","3638.589",""
"08/26/2021","22:51:22.931","80742.017",""
"08/26/2021","22:54:51.762","2259.761",""
"08/26/2021","22:55:43.970","3638.589",""
"08/26/2021","22:56:18.254","2259.761",""
"08/26/2021","22:56:33.061","3638.589",""
"08/26/2021","22:57:00.345","80742.017",""
"08/26/2021","23:00:24.489","3638.589",""
"08/26/2021","23:00:39.278","80742.017",""
"08/26/2021","23:04:04.485","3638.589",""
"08/26/2021","23:04:19.554","80742.017",""
"08/26/2021","23:06:45.060","3638.589",""
"08/26/2021","23:07:00.118","80742.017",""
"08/26/2021","23:10:42.205","2259.761",""
"08/26/2021","23:11:34.038","3638.589",""
"08/26/2021","23:12:11.037","2259.761",""
"08/26/2021","23:12:26.391","3638.589",""
"08/26/2021","23:12:49.617","80742.017",""
"08/26/2021","23:14:32.401","3638.589",""
"08/26/2021","23:14:45.773","80742.017",""
"08/26/2021","23:17:26.335","2259.761",""
"08/26/2021","23:17:42.692","3638.589",""
"08/26/2021","23:17:57.127","80742.017",""
"08/26/2021","23:21:46.469","3638.589",""
"08/26/2021","23:22:01.505","80742.017",""
"08/26/2021","23:25:38.378","3638.589",""
"08/26/2021","23:25:53.566","80742.017",""
"08/26/2021","23:29:21.743","2259.761",""
"08/26/2021","23:30:17.162","3638.589",""
"08/26/2021","23:30:53.770","2259.761",""
"08/26/2021","23:31:09.115","3638.589",""
"08/26/2021","23:31:22.931","80742.017",""
"08/26/2021","23:35:10.481","3638.589",""
"08/26/2021","23:35:25.701","80742.017",""
"08/26/2021","23:39:25.565","3638.589",""
"08/26/2021","23:39:40.447","80742.017",""
"08/26/2021","23:43:29.066","3638.589",""
"08/26/2021","23:43:44.783","80742.017",""
"08/26/2021","23:47:47.308","2259.761",""
"08/26/2021","23:48:39.850","3638.589",""
"08/26/2021","23:49:14.609","2259.761",""
"08/26/2021","23:49:30.176","3638.589",""
"08/26/2021","23:49:44.232","80742.017",""
"08/26/2021","23:53:21.125","3638.589",""
"08/26/2021","23:53:36.239","80742.017",""
"08/26/2021","23:57:14.083","3638.589",""
"08/26/2021","23:57:28.904","80742.017",""
"08/27/2021","00:01:28.777","3638.589",""
"08/27/2021","00:01:44.139","80742.017",""
"08/27/2021","00:05:36.664","2259.761",""
"08/27/2021","00:06:45.614","3638.589",""
"08/27/2021","00:07:24.571","2259.761",""
"08/27/2021","00:07:39.821","3638.589",""
"08/27/2021","00:07:53.938","80742.017",""
"08/27/2021","00:11:30.755","3638.589",""
"08/27/2021","00:11:59.314","80742.017",""
"08/27/2021","00:14:49.295","3638.589",""
"08/27/2021","00:15:11.285","80742.017",""
"08/27/2021","00:16:50.075","3638.589",""
"08/27/2021","00:17:03.077","80742.017",""
"08/27/2021","00:20:31.742","2259.761",""
"08/27/2021","00:20:48.100","3638.589",""
"08/27/2021","00:21:02.872","80742.017",""
"08/27/2021","00:24:55.449","2259.761",""
"08/27/2021","00:25:48.548","3638.589",""
"08/27/2021","00:26:26.044","2259.761",""
"08/27/2021","00:26:41.238","3638.589",""
"08/27/2021","00:34:08.247","80742.017",""
"08/27/2021","00:37:23.334","3638.589",""
"08/27/2021","00:37:38.269","80742.017",""
"08/27/2021","00:40:04.123","3638.589",""
"08/27/2021","00:40:19.014","80742.017",""
"08/27/2021","00:41:44.303","3638.589",""
"08/27/2021","00:41:59.323","80742.017",""
"08/27/2021","00:45:55.861","2259.761",""
"08/27/2021","00:47:04.797","3638.589",""
"08/27/2021","00:47:41.668","2259.761",""
"08/27/2021","00:47:57.009","3638.589",""
"08/27/2021","00:48:11.081","80742.017",""
"08/27/2021","00:50:25.689","3638.589",""
"08/27/2021","00:50:41.058","80742.017",""
"08/27/2021","00:54:04.245","3638.589",""
"08/27/2021","00:54:18.881","80742.017",""
"08/27/2021","00:56:31.434","3638.589",""
"08/27/2021","00:56:46.820","80742.017",""
"08/27/2021","00:59:03.825","2259.761",""
"08/27/2021","00:59:57.202","3638.589",""
"08/27/2021","01:00:33.822","2259.761",""
"08/27/2021","01:00:49.099","3638.589",""
"08/27/2021","01:01:02.836","80742.017",""
"08/27/2021","01:03:40.005","3638.589",""
"08/27/2021","01:03:55.077","80742.017",""
"08/27/2021","01:06:55.729","3638.589",""
"08/27/2021","01:07:10.940","80742.017",""
"08/27/2021","01:09:24.315","3638.589",""
"08/27/2021","01:09:39.502","80742.017",""
"08/27/2021","01:13:44.265","2259.761",""
"08/27/2021","01:14:37.369","3638.589",""
"08/27/2021","01:15:15.182","2259.761",""
"08/27/2021","01:15:30.451","3638.589",""
"08/27/2021","01:15:54.046","80742.017",""
"08/27/2021","01:17:19.913","3638.589",""
"08/27/2021","01:17:33.558","80742.017",""
"08/27/2021","01:19:50.697","2259.761",""
"08/27/2021","01:20:06.953","3638.589",""
"08/27/2021","01:20:21.323","80742.017",""
"08/27/2021","01:23:56.460","3638.589",""
"08/27/2021","01:24:11.086","80742.017",""
"08/27/2021","01:26:36.048","3638.589",""
"08/27/2021","01:26:51.257","80742.017",""
"08/27/2021","01:30:08.785","2259.761",""
"08/27/2021","01:31:00.794","3638.589",""
"08/27/2021","01:31:38.383","2259.761",""
"08/27/2021","01:31:53.853","3638.589",""
"08/27/2021","01:32:21.252","80742.017",""
"08/27/2021","01:34:33.615","3638.589",""
"08/27/2021","01:34:48.950","80742.017",""
"08/27/2021","01:37:39.476","3638.589",""
"08/27/2021","01:37:54.171","80742.017",""
"08/27/2021","01:39:19.235","3638.589",""
"08/27/2021","01:39:34.213","80742.017",""
"08/27/2021","01:43:26.572","2259.761",""
"08/27/2021","01:44:22.011","3638.589",""
"08/27/2021","01:45:00.279","2259.761",""
"08/27/2021","01:45:15.828","3638.589",""
"08/27/2021","01:45:29.734","80742.017",""
"08/27/2021","01:49:06.597","3638.589",""
"08/27/2021","01:49:21.451","80742.017",""
"08/27/2021","01:51:59.289","3638.589",""
"08/27/2021","01:52:14.068","80742.017",""
"08/27/2021","01:55:38.365","3638.589",""
"08/27/2021","01:55:53.568","80742.017",""
"08/27/2021","01:57:46.422","2259.761",""
"08/27/2021","01:58:41.727","3638.589",""
"08/27/2021","01:59:15.691","2259.761",""
"08/27/2021","01:59:31.146","3638.589",""
"08/27/2021","01:59:45.049","80742.017",""
"08/27/2021","02:01:58.476","3638.589",""
"08/27/2021","02:02:14.714","80742.017",""
"08/27/2021","02:04:39.701","3638.589",""
"08/27/2021","02:04:54.755","80742.017",""
"08/27/2021","02:08:08.451","3638.589",""
"08/27/2021","02:08:23.805","80742.017",""
"08/27/2021","02:10:39.786","2259.761",""
"08/27/2021","02:11:33.616","3638.589",""
"08/27/2021","02:12:11.300","2259.761",""
"08/27/2021","02:12:26.808","3638.589",""
"08/27/2021","02:12:40.836","80742.017",""
"08/27/2021","02:16:17.991","3638.589",""
"08/27/2021","02:16:40.335","80742.017",""
"08/27/2021","02:18:07.794","3638.589",""
"08/27/2021","02:18:21.080","80742.017",""
"08/27/2021","02:21:38.003","2259.761",""
"08/27/2021","02:21:53.797","3638.589",""
"08/27/2021","02:22:08.045","80742.017",""
"08/27/2021","02:25:32.499","3638.589",""
"08/27/2021","02:25:47.895","80742.017",""
"08/27/2021","02:29:04.669","2259.761",""
"08/27/2021","02:29:56.496","3638.589",""
"08/27/2021","02:30:35.007","2259.761",""
"08/27/2021","02:30:49.736","3638.589",""
"08/27/2021","02:31:16.037","80742.017",""
"08/27/2021","02:34:52.917","3638.589",""
"08/27/2021","02:35:07.878","80742.017",""
"08/27/2021","02:38:33.455","3638.589",""
"08/27/2021","02:38:48.300","80742.017",""
"08/27/2021","02:42:17.157","3638.589",""
"08/27/2021","02:42:32.533","80742.017",""
"08/27/2021","02:46:12.672","2259.761",""
"08/27/2021","02:47:03.171","3638.589",""
"08/27/2021","02:47:41.133","2259.761",""
"08/27/2021","02:47:55.828","3638.589",""
"08/27/2021","02:48:09.675","80742.017",""
"08/27/2021","02:51:47.371","3638.589",""
"08/27/2021","02:52:02.766","80742.017",""
"08/27/2021","02:54:40.148","3638.589",""
"08/27/2021","02:54:55.265","80742.017",""
"08/27/2021","02:58:20.503","3638.589",""
"08/27/2021","02:58:36.182","80742.017",""
"08/27/2021","03:00:29.150","2259.761",""
"08/27/2021","03:01:18.085","3638.589",""
"08/27/2021","03:01:52.796","2259.761",""
"08/27/2021","03:02:07.883","3638.589",""
"08/27/2021","03:02:21.848","80742.017",""
"08/27/2021","03:05:35.559","3638.589",""
"08/27/2021","03:05:50.827","80742.017",""
"08/27/2021","03:08:27.520","3638.589",""
"08/27/2021","03:08:42.449","80742.017",""
"08/27/2021","03:12:31.456","3638.589",""
"08/27/2021","03:14:58.017","80742.017",""
"08/27/2021","03:16:05.546","3638.589",""
"08/27/2021","03:16:14.015","80742.017",""
"08/27/2021","03:17:22.732","2259.761",""
"08/27/2021","03:18:14.811","3638.589",""
"08/27/2021","03:18:52.676","2259.761",""
"08/27/2021","03:19:07.955","3638.589",""
"08/27/2021","03:19:28.293","80742.017",""
"08/27/2021","03:20:58.004","3638.589",""
"08/27/2021","03:21:11.027","80742.017",""
"08/27/2021","03:25:03.963","2259.761",""
"08/27/2021","03:25:20.324","3638.589",""
"08/27/2021","03:25:35.083","80742.017",""
"08/27/2021","03:28:23.060","3638.589",""
"08/27/2021","03:28:38.286","80742.017",""
"08/27/2021","03:32:26.380","3638.589",""
"08/27/2021","03:32:41.397","80742.017",""
"08/27/2021","03:35:33.454","2259.761",""
"08/27/2021","03:36:24.503","3638.589",""
"08/27/2021","03:37:02.225","2259.761",""
"08/27/2021","03:37:17.217","3638.589",""
"08/27/2021","03:37:31.436","80742.017",""
"08/27/2021","03:41:20.862","3638.589",""
"08/27/2021","03:41:35.773","80742.017",""
